ticket_id,customer_id,product_id,assigned_agent_id,created_timestamp,resolved_timestamp,issue_category,priority,ticket_status,ticket_text
T00005084,C000662,P0066,A0025,2026-04-14 10:29:18,2026-04-15 12:29:18,Payment,Low,Closed,He nor fact language hot rather nor research long off point detail middle leg language.
T00005085,C000045,P0099,A0007,2025-11-24 05:38:39,,Account Access,Medium,Open,Raise wife matter lose together nothing last suddenly agent ten source public less him health recent.
T00005086,C001184,P0049,A0036,2026-05-08 21:20:28,2026-05-11 20:20:28,Performance,Low,Closed,Discussion stage present but level example different create police yourself nearly risk all to.
T00005087,C000004,P0098,A0020,2026-01-29 18:55:42,,Hardware,High,In Progress,Body new religious few century under onto interview general deal style provide really.
T00005088,C001857,P0091,A0030,2025-12-23 08:53:18,,Application Crash,High,In Progress,Feel mention man follow son close view eye still both indeed.
T00005089,C000973,P0007,A0017,2025-10-15 02:05:25,2025-10-19 04:05:25,Application Crash,High,Closed,Citizen industry leader environment local production all cost new imagine hundred race whom.
T00005090,C000106,P0025,A0046,2026-06-08 11:29:30,2026-06-09 06:29:30,Application Crash,Medium,Closed,Use on black since fast sometimes attorney federal bill cell rock foreign tonight around amount study what risk.
T00005091,C001393,P0037,A0017,2026-03-15 00:02:23,2026-03-16 15:02:23,Hardware,High,Resolved,Tend still recently marriage eat believe customer music our well while real side.
T00005092,C001600,P0077,A0026,2026-06-20 22:57:48,2026-06-23 16:57:48,Hardware,Medium,Closed,Line clearly various herself bar real total face education recognize later figure arrive energy produce.
T00005093,C000215,P0069,A0007,2025-09-29 07:50:43,,Hardware,Medium,In Progress,Way student rule base right act outside minute field no great perform during describe.
T00005094,C000456,P0048,A0029,2026-02-15 20:00:18,,Hardware,Critical,In Progress,Firm unit bag level our fight in force carry change watch crime outside most window garden and ten.
T00005095,C000977,P0092,A0050,2026-04-23 12:38:56,,Hardware,Low,Open,Into half music suddenly color I tell bill probably child challenge.
T00005096,C000451,P0016,A0029,2025-10-06 00:32:47,2025-10-10 17:32:47,Performance,High,Closed,Sell piece official policy medical it quality picture.
T00005097,C000946,P0055,A0016,2026-03-30 18:05:01,2026-04-02 06:05:01,Hardware,Critical,Resolved,Relationship capital community while though then author my education.
T00005098,C000795,P0032,A0026,2025-11-27 06:59:10,,Application Crash,High,In Progress,Group on choice myself sing technology relate such good article job as candidate reveal senior.
T00005099,C001044,P0079,A0032,2025-08-11 05:30:09,,Refund,Critical,Open,Clearly film everybody leave shake end letter dog war best art person white.
T00005100,C001605,P0064,A0047,2026-01-17 18:19:12,2026-01-19 04:19:12,Account Access,High,Closed,Development fill traditional network financial consumer drug raise firm century where write husband above major wish necessary.
T00005101,C000588,P0084,A0018,2026-02-08 01:50:15,2026-02-11 17:50:15,Performance,High,Resolved,Those often send although evening across window crime boy live leg attorney start rate past everybody.
T00005102,C001204,P0046,A0017,2025-07-18 18:10:12,,Application Crash,Critical,In Progress,Idea seat century black those similar knowledge brother both charge would great far identify must teacher beautiful.
T00005103,C001692,P0004,A0047,2026-06-06 22:22:33,2026-06-11 15:22:33,Account Access,Medium,Resolved,International laugh artist store property television dog truth should message event.
T00005104,C000954,P0054,A0032,2025-09-21 07:41:21,2025-09-23 09:41:21,Application Crash,High,Closed,Television possible still language already here drop though detail hotel traditional bill trial professor likely large attention.
T00005105,C000544,P0020,A0002,2026-02-03 10:49:31,,Account Access,Critical,Open,Explain hundred billion card marriage worker each response must must gun idea free finally last better.
T00005106,C000727,P0011,A0020,2026-01-22 21:25:35,2026-01-25 09:25:35,Refund,Critical,Closed,College behavior evening church consider keep maybe common various statement almost term chair also.
T00005107,C000611,P0012,A0007,2025-07-20 22:50:59,2025-07-22 00:50:59,Performance,Critical,Resolved,Customer soldier accept reason will someone executive pattern her among against rate some forget.
T00005108,C001335,P0100,A0017,2026-02-27 00:52:03,,Login,Low,In Progress,Police cold seven simply whose different fire decade couple help government should nothing.
T00005109,C001318,P0092,A0005,2025-07-29 06:05:18,,Refund,High,Open,Dark true speak debate wife reach page figure skin dark quite social company reveal rest wife call.
T00005110,C001631,P0053,A0025,2026-03-31 13:07:43,,Application Crash,High,Open,Yourself there magazine another hair method lot watch person doctor per something arrive himself avoid question.
T00005111,C000496,P0096,A0020,2025-07-22 06:44:53,,Hardware,High,In Progress,Serve pressure despite guy consider information beautiful born decade career quite machine fight.
T00005112,C001076,P0043,A0038,2026-05-04 23:19:29,2026-05-06 07:19:29,Hardware,Critical,Resolved,Billion once thousand although could debate spring business person meeting likely news become six relationship various hope fire hospital.
T00005113,C000701,P0024,A0017,2025-12-02 06:19:43,2025-12-03 14:19:43,Account Access,Medium,Resolved,Maintain oil range step trip couple institution medical tax performance power free issue station might huge main authority.
T00005114,C000066,P0081,A0042,2025-10-31 00:09:35,2025-11-02 08:09:35,Hardware,Low,Closed,Effort join sense themselves season watch stay significant however side whom before pass figure enjoy staff sign manager throughout.
T00005115,C000533,P0060,A0002,2025-07-19 07:13:35,,Account Access,Low,Open,Movement ability rather century should reveal blue chair check share newspaper fire some.
T00005116,C000123,P0095,A0018,2026-05-25 12:11:17,,Account Access,High,Open,Population them wide question hard during few sister.
T00005117,C000864,P0010,A0007,2025-09-22 21:50:01,2025-09-27 07:50:01,Refund,Critical,Resolved,Region institution region ago art once ok social wonder will.
T00005118,C000178,P0071,A0008,2026-06-19 01:58:05,2026-06-19 12:58:05,Hardware,High,Resolved,Those realize name various nature strategy admit really.
T00005119,C001534,P0058,A0049,2025-12-13 07:02:57,,Performance,Critical,In Progress,Forward particularly show conference board outside history bag realize clearly ask.
T00005120,C000639,P0094,A0020,2025-11-02 15:41:36,2025-11-03 01:41:36,Application Crash,Critical,Closed,Include management they him return music however teacher data wrong other range cut some company trouble what.
T00005121,C000191,P0066,A0038,2025-12-08 01:10:15,2025-12-13 00:10:15,Account Access,Critical,Closed,Agreement part return main during white team need clear teacher produce three fish go any.
T00005122,C000001,P0036,A0046,2026-01-23 04:23:58,2026-01-26 18:23:58,Application Crash,Critical,Closed,Practice cold such responsibility money although pretty box film say five executive over most.
T00005123,C001334,P0050,A0032,2026-06-14 14:00:20,2026-06-18 04:00:20,Payment,Low,Closed,Order ready game cold claim field wonder professor baby fall character everyone you free indicate.
T00005124,C000273,P0048,A0026,2025-10-28 20:54:35,2025-11-01 16:54:35,Performance,High,Resolved,Little learn any never again health which middle employee movie grow check friend degree.
T00005125,C001079,P0083,A0036,2025-11-16 19:36:42,,Login,High,Open,Opportunity minute pull century tend nearly order decision hope however increase air tax life financial rise whatever.
T00005126,C001437,P0030,A0044,2026-03-09 10:36:19,,Payment,Low,In Progress,Structure else perhaps become total past group something ask notice team thousand like blue receive sign lot mind.
T00005127,C001177,P0091,A0016,2026-05-04 07:16:01,,Application Crash,Critical,In Progress,Entire value similar relationship realize production theory range fine difficult media couple medical follow suffer energy child front sure.
T00005128,C000036,P0041,A0019,2026-02-13 17:23:18,2026-02-18 07:23:18,Account Access,Critical,Resolved,Listen media buy yet go simply mouth young anyone another specific.
T00005129,C001277,P0069,A0028,2026-03-11 08:50:10,,Payment,Medium,In Progress,Apply magazine indicate try cause move political security matter head it fear might along training style money note forward.
T00005130,C000519,P0008,A0025,2026-06-06 17:22:27,,Login,Medium,Open,About site phone like safe cold draw part and change whose.
T00005131,C001090,P0050,A0026,2026-04-20 16:09:29,,Login,High,Open,Stop size play use garden national you often tonight quickly employee leg from media ok.
T00005132,C000924,P0032,A0017,2026-05-10 14:36:15,2026-05-12 06:36:15,Refund,Low,Closed,Weight cause station not short property world scene all trade.
T00005133,C001502,P0095,A0031,2026-01-15 21:21:57,2026-01-18 08:21:57,Performance,Medium,Resolved,Rule other energy include scientist hot subject mission leg tend dinner cup part.
T00005134,C000613,P0039,A0050,2026-04-17 01:52:05,2026-04-19 12:52:05,Payment,Low,Resolved,Manage indeed today voice will company create difficult catch citizen decide area TV health risk guy reveal argue.
T00005135,C000671,P0078,A0019,2026-06-25 00:06:52,,Performance,Low,In Progress,Successful American this north weight past American never beat where them bag agent teach so.
T00005136,C001905,P0096,A0042,2026-02-25 01:17:44,,Payment,Medium,Open,Buy no shake third week industry from already.
T00005137,C000463,P0046,A0007,2026-03-13 01:31:44,2026-03-16 12:31:44,Refund,Critical,Closed,Suggest gun national cup finally everything late special brother firm board operation term yet parent stock yourself small.
T00005138,C001896,P0064,A0030,2025-12-09 06:37:23,2025-12-10 22:37:23,Performance,Low,Closed,Best charge choice million thing two relationship know behavior loss begin war again painting young fear many book.
T00005139,C000185,P0027,A0025,2025-10-17 13:51:27,,Login,Medium,In Progress,Best director of man choice serve view explain owner court someone home through upon.
T00005140,C000290,P0046,A0031,2026-04-19 19:45:46,,Performance,Medium,Open,Back my point issue find old be how fast possible few.
T00005141,C001935,P0054,A0047,2026-01-04 00:21:36,2026-01-08 20:21:36,Performance,Low,Resolved,Keep Mrs discuss interview way wall especially use stand investment be issue and edge sometimes current.
T00005142,C001948,P0080,A0031,2026-02-24 18:13:31,2026-02-25 21:13:31,Account Access,High,Resolved,Summer high night gun seem purpose director relate event beat each fine prevent.
T00005143,C001421,P0016,A0030,2025-12-27 14:18:34,,Refund,High,In Progress,Whatever let hear wrong organization successful resource whose assume fight surface international.
T00005144,C001276,P0080,A0005,2025-11-25 08:48:43,2025-11-30 01:48:43,Account Access,High,Resolved,Cell I magazine open room summer issue suggest top.
T00005145,C001878,P0022,A0032,2025-10-21 02:49:38,,Application Crash,High,Open,Practice wrong maintain among church read common set mother even all thing.
T00005146,C001063,P0015,A0026,2026-05-25 18:02:54,2026-05-30 02:02:54,Application Crash,High,Resolved,Wonder growth war entire expect just may unit stay easy fly hospital.
T00005147,C000441,P0069,A0017,2025-07-28 10:05:26,,Account Access,Low,In Progress,Look miss hotel turn course less mouth than respond name total later owner when lead black cover.
T00005148,C000638,P0069,A0047,2025-07-18 01:30:51,,Refund,Low,In Progress,Present discussion significant control year in strong true community lose I market development Democrat cold of play according front.
T00005149,C001500,P0008,A0017,2026-04-24 05:31:20,,Refund,Low,Open,More new none author great the knowledge that kind recently including sea also indicate community away.
T00005150,C000789,P0025,A0019,2026-03-07 20:09:13,2026-03-12 11:09:13,Payment,Medium,Resolved,Drive wait art threat face voice another above performance mother teacher poor appear off itself between source.
T00005151,C000322,P0014,A0044,2026-05-05 12:03:07,2026-05-10 10:03:07,Refund,High,Resolved,Clear large policy animal concern begin join go several determine.
